1.0 0.8318545818328857
2.0 0.8732678890228271
3.0 0.992417573928833
4.0 1.0806583166122437
5.0 1.119970679283142
6.0 1.5615198612213135
7.0 1.675018072128296
8.0 1.675018072128296
9.0 1.7763030529022217
10.0 1.8348039388656616
11.0 2.1191928386688232
12.0 2.1279876232147217
13.0 2.302617311477661
14.0 2.625528573989868
15.0 2.915976047515869
16.0 3.6827001571655273
17.0 4.590644359588623
18.0 6.338710308074951
19.0 9.35693073272705
20.0 20.621591567993164
21.0 30.334705352783203
22.0 18.699481964111328
23.0 8.47523307800293
24.0 4.754444122314453
25.0 4.3715596199035645
26.0 3.5649333000183105
27.0 2.9986958503723145
28.0 2.6296935081481934
29.0 2.3453054428100586
30.0 2.339594841003418
31.0 2.059779644012451
32.0 1.880539894104004
33.0 1.6404871940612793
34.0 1.4101489782333374
35.0 1.3405522108078003
36.0 1.1843466758728027
37.0 1.0373591184616089
38.0 0.9643356800079346
39.0 0.8668583035469055
40.0 0.9137856960296631
41.0 0.8924176692962646
42.0 0.8264806270599365
43.0 0.7215355634689331
