NGC2992                        B094317.7-140543 G K96a  G OH   16.0   0.0  -16.5   2141.7  30.0              
NGC2992                        B094317.7-140543 G K96a  G OH   16.0   0.0  -11.8   2156.7  12.0              
NGC2992                        B094317.7-140543 G K96a  G OH   16.0   0.0   40.5   2471.7 171.0              
NGC2992                        B094317.7-140543 G K96a  G OH   16.0   0.0   42.0   2377.7  66.0              
NGC2992                        B094317.7-140543 G K96a  G OH   16.0   0.0  -12.6   2190.7   9.0              
NGC2992                        B094317.7-140543 G K96a  G OH   16.0   0.0  -13.3   2184.7  12.0              
NGC2992                        B094317.7-140543 G K96a  G OH   16.0   0.0  -11.0   2181.7   9.0              
NGC2992                        B094317.7-140543 G K96a  G OH   16.0   0.0  -18.8   2094.7  81.0              
NGC2992                        B094317.7-140543 G K96a  G OH   16.0   0.0  -17.2   2140.7  56.0              
NGC2992                        B094317.7-140543 G K96a  G OH   16.0   0.0  -19.6   2138.7  87.0  
